punt2(  80 ,  40 ) heeft buur punt2(  80 ,  41 ),  gevonden in    201 doorzochte knopen
punt2(  80 ,  50 ) heeft buur punt2(  79 ,  50 ),  gevonden in    172 doorzochte knopen
punt2(  80 ,  60 ) heeft buur punt2(  80 ,  59 ),  gevonden in    353 doorzochte knopen
punt2(  80 ,  70 ) heeft buur punt2(  80 ,  71 ),  gevonden in    463 doorzochte knopen
punt2(  80 ,  80 ) heeft buur punt2(  80 ,  80 ),  gevonden in    683 doorzochte knopen
punt2(  80 ,  90 ) heeft buur punt2(  80 ,  90 ),  gevonden in    874 doorzochte knopen
punt2(  80 , 100 ) heeft buur punt2(  80 ,  99 ),  gevonden in   1169 doorzochte knopen
punt2(  80 , 110 ) heeft buur punt2(  80 , 110 ),  gevonden in    983 doorzochte knopen
punt2(  80 , 120 ) heeft buur punt2(  80 , 119 ),  gevonden in    891 doorzochte knopen
punt2(  80 , 130 ) heeft buur punt2(  79 , 130 ),  gevonden in    864 doorzochte knopen
punt2(  80 , 140 ) heeft buur punt2(  81 , 140 ),  gevonden in    837 doorzochte knopen
punt2(  80 , 150 ) heeft buur punt2(  80 , 150 ),  gevonden in   1091 doorzochte knopen
punt2(  80 , 160 ) heeft buur punt2(  81 , 160 ),  gevonden in   1054 doorzochte knopen
punt2(  80 , 170 ) heeft buur punt2(  80 , 170 ),  gevonden in   1252 doorzochte knopen
punt2(  80 , 180 ) heeft buur punt2(  80 , 181 ),  gevonden in   1409 doorzochte knopen
punt2(  80 , 190 ) heeft buur punt2(  80 , 190 ),  gevonden in   1063 doorzochte knopen
punt2(  90 ,   0 ) heeft buur punt2(  90 ,   0 ),  gevonden in    169 doorzochte knopen
punt2(  90 ,  10 ) heeft buur punt2(  90 ,  10 ),  gevonden in    155 doorzochte knopen
punt2(  90 ,  20 ) heeft buur punt2(  89 ,  20 ),  gevonden in    300 doorzochte knopen
punt2(  90 ,  30 ) heeft buur punt2(  91 ,  30 ),  gevonden in    253 doorzochte knopen
punt2(  90 ,  40 ) heeft buur punt2(  89 ,  40 ),  gevonden in    338 doorzochte knopen
punt2(  90 ,  50 ) heeft buur punt2(  90 ,  50 ),  gevonden in    208 doorzochte knopen
punt2(  90 ,  60 ) heeft buur punt2(  90 ,  60 ),  gevonden in    435 doorzochte knopen
punt2(  90 ,  70 ) heeft buur punt2(  89 ,  70 ),  gevonden in    559 doorzochte knopen
punt2(  90 ,  80 ) heeft buur punt2(  89 ,  80 ),  gevonden in    824 doorzochte knopen
punt2(  90 ,  90 ) heeft buur punt2(  90 ,  91 ),  gevonden in    989 doorzochte knopen
punt2(  90 , 100 ) heeft buur punt2(  90 ,  99 ),  gevonden in   1409 doorzochte knopen
punt2(  90 , 110 ) heeft buur punt2(  90 , 110 ),  gevonden in   1273 doorzochte knopen
punt2(  90 , 120 ) heeft buur punt2(  90 , 122 ),  gevonden in   1220 doorzochte knopen
punt2(  90 , 130 ) heeft buur punt2(  91 , 130 ),  gevonden in   1166 doorzochte knopen
punt2(  90 , 140 ) heeft buur punt2(  90 , 140 ),  gevonden in   1226 doorzochte knopen
punt2(  90 , 150 ) heeft buur punt2(  89 , 150 ),  gevonden in   1336 doorzochte knopen
punt2(  90 , 160 ) heeft buur punt2(  89 , 160 ),  gevonden in   1419 doorzochte knopen
punt2(  90 , 170 ) heeft buur punt2(  90 , 171 ),  gevonden in   1568 doorzochte knopen
punt2(  90 , 180 ) heeft buur punt2(  90 , 180 ),  gevonden in   1600 doorzochte knopen
punt2(  90 , 190 ) heeft buur punt2(  89 , 191 ),  gevonden in   1347 doorzochte knopen
punt2( 100 ,   0 ) heeft buur punt2( 100 ,   0 ),  gevonden in    168 doorzochte knopen
punt2( 100 ,  10 ) heeft buur punt2(  99 ,  10 ),  gevonden in    123 doorzochte knopen
punt2( 100 ,  20 ) heeft buur punt2( 100 ,  20 ),  gevonden in    186 doorzochte knopen
punt2( 100 ,  30 ) heeft buur punt2( 100 ,  30 ),  gevonden in    175 doorzochte knopen
punt2( 100 ,  40 ) heeft buur punt2(  99 ,  40 ),  gevonden in    446 doorzochte knopen
punt2( 100 ,  50 ) heeft buur punt2(  99 ,  50 ),  gevonden in    439 doorzochte knopen
punt2( 100 ,  60 ) heeft buur punt2( 100 ,  60 ),  gevonden in    522 doorzochte knopen
punt2( 100 ,  70 ) heeft buur punt2( 100 ,  71 ),  gevonden in    654 doorzochte knopen
punt2( 100 ,  80 ) heeft buur punt2( 100 ,  81 ),  gevonden in    841 doorzochte knopen
punt2( 100 ,  90 ) heeft buur punt2( 100 ,  90 ),  gevonden in   1226 doorzochte knopen
punt2( 100 , 100 ) heeft buur punt2( 100 ,  99 ),  gevonden in   1508 doorzochte knopen
punt2( 100 , 110 ) heeft buur punt2( 100 , 110 ),  gevonden in   1240 doorzochte knopen
punt2( 100 , 120 ) heeft buur punt2( 101 , 120 ),  gevonden in   1251 doorzochte knopen
punt2( 100 , 130 ) heeft buur punt2( 100 , 129 ),  gevonden in   1246 doorzochte knopen
punt2( 100 , 140 ) heeft buur punt2( 100 , 140 ),  gevonden in   1330 doorzochte knopen
punt2( 100 , 150 ) heeft buur punt2(  99 , 150 ),  gevonden in   1692 doorzochte knopen
punt2( 100 , 160 ) heeft buur punt2( 100 , 159 ),  gevonden in   1808 doorzochte knopen
punt2( 100 , 170 ) heeft buur punt2( 100 , 170 ),  gevonden in   2011 doorzochte knopen
punt2( 100 , 180 ) heeft buur punt2( 100 , 180 ),  gevonden in   1865 doorzochte knopen
punt2( 100 , 190 ) heeft buur punt2( 101 , 190 ),  gevonden in   1574 doorzochte knopen
punt2( 110 ,   0 ) heeft buur punt2( 110 ,   0 ),  gevonden in    140 doorzochte knopen
punt2( 110 ,  10 ) heeft buur punt2( 110 ,  11 ),  gevonden in    144 doorzochte knopen
punt2( 110 ,  20 ) heeft buur punt2( 109 ,  20 ),  gevonden in    205 doorzochte knopen
punt2( 110 ,  30 ) heeft buur punt2( 110 ,  29 ),  gevonden in    238 doorzochte knopen
punt2( 110 ,  40 ) heeft buur punt2( 110 ,  40 ),  gevonden in    419 doorzochte knopen
punt2( 110 ,  50 ) heeft buur punt2( 110 ,  50 ),  gevonden in    583 doorzochte knopen
punt2( 110 ,  60 ) heeft buur punt2( 110 ,  60 ),  gevonden in    687 doorzochte knopen
punt2( 110 ,  70 ) heeft buur punt2( 109 ,  69 ),  gevonden in    792 doorzochte knopen
punt2( 110 ,  80 ) heeft buur punt2( 110 ,  79 ),  gevonden in    964 doorzochte knopen
punt2( 110 ,  90 ) heeft buur punt2( 110 ,  90 ),  gevonden in   1165 doorzochte knopen
punt2( 110 , 100 ) heeft buur punt2( 110 , 101 ),  gevonden in   1400 doorzochte knopen
punt2( 110 , 110 ) heeft buur punt2( 110 , 109 ),  gevonden in   1273 doorzochte knopen
punt2( 110 , 120 ) heeft buur punt2( 110 , 121 ),  gevonden in   1363 doorzochte knopen
punt2( 110 , 130 ) heeft buur punt2( 110 , 130 ),  gevonden in   1402 doorzochte knopen
punt2( 110 , 140 ) heeft buur punt2( 109 , 140 ),  gevonden in   1632 doorzochte knopen
punt2( 110 , 150 ) heeft buur punt2( 110 , 150 ),  gevonden in   1802 doorzochte knopen
punt2( 110 , 160 ) heeft buur punt2( 110 , 160 ),  gevonden in   1974 doorzochte knopen
punt2( 110 , 170 ) heeft buur punt2( 110 , 170 ),  gevonden in   2144 doorzochte knopen
punt2( 110 , 180 ) heeft buur punt2( 109 , 181 ),  gevonden in   2182 doorzochte knopen
punt2( 110 , 190 ) heeft buur punt2( 109 , 190 ),  gevonden in   1904 doorzochte knopen
punt2( 120 ,   0 ) heeft buur punt2( 120 ,   2 ),  gevonden in    201 doorzochte knopen
punt2( 120 ,  10 ) heeft buur punt2( 119 ,  10 ),  gevonden in    246 doorzochte knopen
punt2( 120 ,  20 ) heeft buur punt2( 120 ,  20 ),  gevonden in    288 doorzochte knopen
punt2( 120 ,  30 ) heeft buur punt2( 120 ,  30 ),  gevonden in    371 doorzochte knopen
punt2( 120 ,  40 ) heeft buur punt2( 120 ,  40 ),  gevonden in    558 doorzochte knopen
punt2( 120 ,  50 ) heeft buur punt2( 120 ,  51 ),  gevonden in    658 doorzochte knopen
punt2( 120 ,  60 ) heeft buur punt2( 120 ,  60 ),  gevonden in    814 doorzochte knopen
punt2( 120 ,  70 ) heeft buur punt2( 122 ,  70 ),  gevonden in    930 doorzochte knopen
punt2( 120 ,  80 ) heeft buur punt2( 120 ,  80 ),  gevonden in   1145 doorzochte knopen
punt2( 120 ,  90 ) heeft buur punt2( 120 ,  90 ),  gevonden in   1078 doorzochte knopen
punt2( 120 , 100 ) heeft buur punt2( 121 , 100 ),  gevonden in   1387 doorzochte knopen
punt2( 120 , 110 ) heeft buur punt2( 121 , 110 ),  gevonden in   1440 doorzochte knopen
punt2( 120 , 120 ) heeft buur punt2( 120 , 119 ),  gevonden in   1603 doorzochte knopen
punt2( 120 , 130 ) heeft buur punt2( 120 , 130 ),  gevonden in   1688 doorzochte knopen
punt2( 120 , 140 ) heeft buur punt2( 120 , 140 ),  gevonden in   1791 doorzochte knopen
punt2( 120 , 150 ) heeft buur punt2( 120 , 150 ),  gevonden in   2010 doorzochte knopen
punt2( 120 , 160 ) heeft buur punt2( 120 , 159 ),  gevonden in   2097 doorzochte knopen
punt2( 120 , 170 ) heeft buur punt2( 120 , 169 ),  gevonden in   2217 doorzochte knopen
punt2( 120 , 180 ) heeft buur punt2( 120 , 180 ),  gevonden in   2418 doorzochte knopen
punt2( 120 , 190 ) heeft buur punt2( 120 , 190 ),  gevonden in   2275 doorzochte knopen
punt2( 130 ,   0 ) heeft buur punt2( 130 ,   0 ),  gevonden in    213 doorzochte knopen
punt2( 130 ,  10 ) heeft buur punt2( 131 ,  10 ),  gevonden in    237 doorzochte knopen
punt2( 130 ,  20 ) heeft buur punt2( 130 ,  20 ),  gevonden in    487 doorzochte knopen
punt2( 130 ,  30 ) heeft buur punt2( 131 ,  29 ),  gevonden in    574 doorzochte knopen
punt2( 130 ,  40 ) heeft buur punt2( 130 ,  40 ),  gevonden in    741 doorzochte knopen
punt2( 130 ,  50 ) heeft buur punt2( 130 ,  51 ),  gevonden in    895 doorzochte knopen
punt2( 130 ,  60 ) heeft buur punt2( 129 ,  60 ),  gevonden in   1026 doorzochte knopen
punt2( 130 ,  70 ) heeft buur punt2( 129 ,  70 ),  gevonden in   1250 doorzochte knopen
punt2( 130 ,  80 ) heeft buur punt2( 129 ,  80 ),  gevonden in   1162 doorzochte knopen
punt2( 130 ,  90 ) heeft buur punt2( 129 ,  90 ),  gevonden in   1197 doorzochte knopen
punt2( 130 , 100 ) heeft buur punt2( 130 , 100 ),  gevonden in   1460 doorzochte knopen
punt2( 130 , 110 ) heeft buur punt2( 130 , 110 ),  gevonden in   1773 doorzochte knopen
punt2( 130 , 120 ) heeft buur punt2( 129 , 120 ),  gevonden in   1805 doorzochte knopen
punt2( 130 , 130 ) heeft buur punt2( 130 , 130 ),  gevonden in   1899 doorzochte knopen
punt2( 130 , 140 ) heeft buur punt2( 130 , 141 ),  gevonden in   2003 doorzochte knopen
punt2( 130 , 150 ) heeft buur punt2( 130 , 150 ),  gevonden in   2261 doorzochte knopen
punt2( 130 , 160 ) heeft buur punt2( 130 , 160 ),  gevonden in   2332 doorzochte knopen
punt2( 130 , 170 ) heeft buur punt2( 130 , 170 ),  gevonden in   2259 doorzochte knopen
